	卖点	label
1136	鲜甜脆爽	1
1137	有点老啦	0
1138	水润饱满	1
1139	冲泡口感佳	1
1140	熟了都是烂的	0
1141	薄薄的一片	0
1142	肉质细腻蜜甜	1
1143	没法嚼的动	0
1144	甘润沁心	1
1145	再次上当	0
1146	洁白光滑透亮	1
1147	就应该是好的	0
1148	失策上当	0
1149	锁住新鲜本味	1
1150	口感不行	0
1151	清香爽口	1
1152	全是骨头架子	0
1153	挑选不到位烂	0
1154	回味鲜香过瘾	1
1155	太失望了	0
1156	货品质量不好	0
1157	快坏掉的	0
1158	垃圾也能发货	0
1159	不建议孩子喝	0
1160	水果全是花皮	0
1161	一共有个雪梨	0
1162	果肉厚而多汁	1
1163	新鲜味美软糯	1
1164	很是失望	0
1165	包装脏死了	0
1166	锁住新鲜本味	1
1167	萝卜还行	0
1168	香甜如蜜	1
1169	香醇好滋味	1
1170	营养香甜多汁	1
1171	口感不好酸的	0
1172	清凉解渴优选	1
1173	很多磕碰	0
1174	全部是些小的	0
1175	口味清香辛辣	1
1176	这个是个啥啊	0
1177	颗颗脆嫩豆粒	1
1178	味道清甜不腻	1
1179	黄叶烂叶	0
1180	清甜粉糯无渣	1
1181	果香芬芳四溢	1
1182	美味乐享不停	1
1183	入口脆甜多汁	1
1184	有点涩有点酸	0
1185	水不好吃	0
1186	三分之一能吃	0
1187	软糯细腻	1
1188	香甜绵密	1
1189	生瓜不甜	0
1190	没水分那种	0
1191	颜色又难看	0
1192	太酸了点	0
1193	垃圾豆角	0
1194	味道脆甜浓郁	1
1195	实物发红	0
1196	清鲜脆嫩	1
1197	空心的哟	0
1198	看着就没味口	0
1199	鲜嫩爽口多汁	1
1200	一次拍了两份	0
1201	美味享不停	1
1202	有点发青	0
1203	顶部烂了	0
1204	现在的大小了	0
1205	入口清香酥脆	1
1206	牛奶太差	0
1207	畅饮酷爽滋味	1
1208	顺滑绵密	1
1209	散发诱人奶香	1
1210	葡萄品质不行	0
1211	色泽诱人	1
1212	三个边角料	0
1213	倒不是缺份量	0
1214	美味可口香甜	1
1215	太生了也	0
1216	入口清新美味	1
1217	实在不敢恭维	0
1218	防御强身体棒	1
1219	地力一般	0
1220	开怀畅饮	1
1221	色泽翠绿欲滴	1
1222	坏果一堆	0
1223	皮酥馅软鲜香	1
1224	类似次品一样	0
1225	绵柔凤香	1
1226	可以捏得凹陷	0
1227	称重的不够称	0
1228	有大量的虫子	0
1229	太干吧了	0
1230	一般偏小	0
1231	没法见人的梨	0
1232	头是割掉的	0
1233	扒皮后有点酒	0
1234	皮薄肉厚美味	1
1235	量多价格便宜	1
1236	感觉熟过头了	0
1237	肉质白嫩如玉	1
1238	冲泡少结块	1
1239	甜美适口	1
1240	苹果很新鲜	0
1241	茄子太老	0
1242	里面有黑斑	0
1243	脆甜可口	1
1244	脆甜无渣	1
1245	和图片不一致	0
1246	爽脆好口感	1
1247	有一半是烂的	0
1248	入口鲜嫩多汁	1
1249	点滴浓醇香	1
1250	都没熟好	0
1251	外部腐烂发霉	0
1252	果子不太新鲜	0
1253	软踏踏的那种	0
1254	黄泥巴太多	0
1255	口味清甜美味	1
1256	小的已经坏了	0
1257	营养饱腹代餐	1
1258	回甘不涩口	1
1259	果味清新浓郁	1
1260	叶片脆嫩香甜	1
1261	拿错货了	0
1262	像是冻了	0
1263	重量是足	0
1264	感觉很多天了	0
1265	酵醒美丽	1
1266	补充硒元素	1
1267	只有三个能吃	0
1268	买的甜王	0
1269	口味香浓	1
1270	果肉水润多汁	1
1271	之前买的没根	0
1272	不好吃没味道	0
1273	还没到时候	0
1274	我也不想多说	0
1275	紫薯凑合	0
1276	照骗啊亲	0
1277	个匀香甜	1
1278	清香四溢	1
1279	就一节藕	0
1280	野生无添加	1
1281	口味清甜美味	1
1282	果肉清甜软糯	1
1283	大部分有黄斑	0
1284	三个都是	0
1285	鲜香味浓	1
1286	清香无涩味	1
1287	甜蜜无渣	1
1288	瓜肉甜而不腻	1
1289	香甜好口感	1
1290	口感酸甜嫩滑	1
1291	满足身体所需	1
1292	鲜嫩皮薄	1
1293	真的垃圾	0
1294	皮薄果肉厚	1
1295	已干掉的样子	0
1296	这都月中旬了	0
1297	好多都是坏的	0
1298	果香回味	1
1299	挺难吃的	0
1300	每个都黑	0
1301	这更让人恼火	0
1302	果肉饱满紧实	1
1303	畅快味蕾享受	1
1304	香甜软糯	1
1305	新鲜颗粒饱满	1
1306	只知道好多泥	0
1307	有点不能接受	0
1308	净重一斤一两	0
1309	发红豆的了	0
1310	特别细小	0
1311	看着很一般	0
1312	且有点干	0
1313	里边有些糠了	0
1314	口感清爽微甜	1
1315	与所描述不同	0
1316	酸甜好滋味	1
1317	一股酸臭味	0
1318	果肉清甜软糯	1
1319	核桃糖都没有	0
1320	酸甜适口	1
1321	相当不建议买	0
1322	浓稠顺滑	1
1323	斤也就个	0
1324	真的绝了	0
1325	豆角也不新鲜	0
1326	酥脆鲜香美味	1
1327	口感不脆	0
1328	特别像鸭梨	0
1329	挑大的卖出来	0
1330	而且质量不好	0
1331	香脆果肉多	1
1332	太贵了太贵了	0
1333	豆荚饱满	1
1334	果香浓郁	1
1335	有点脏兮兮	0
1336	入口细嫩爆汁	1
1337	新鲜可口	1
1338	有点难开	0
1339	没有缺口	0
1340	鲜甜可口	1
1341	想退又只有元	0
1342	味蕾享受	1
1343	鲜美脆嫩	1
1344	给团长扔了	0
1345	地址垃圾平台	0
1346	真是醉了	0
1347	新鲜微甜脆口	1
1348	个大饱满圆润	1
1349	颗粒饱满	1
1350	沙甜可口	1
1351	纯正风味享受	1
1352	清爽解渴	1
1353	有掉果特别多	0
1354	鲜嫩清甜	1
1355	脆甜多汁	1
1356	脆不可挡	1
1357	果肉香甜	1
1358	口感爽滑醇香	1
1359	醇厚浓郁	1
1360	色泽翠绿欲滴	1
1361	火龙果是生的	0
1362	太老丢多食少	0
1363	鲜美清香	1
1364	里面全是黑泥	0
1365	以后也不会买	0
1366	已经有烂	0
1367	粉糯鲜香	1
1368	清香味美	1
1369	鲜香辣味浓烈	1
1370	生的就送来了	0
1371	请以后注意啊	0
1372	真的不是很甜	0
1373	好差好差好差	0
1374	里面有些硬了	0
1375	鲜香骨酥	1
1376	口感脆甜清香	1
1377	一次性的	0
1378	香嫩鲜脆	1
1379	回味甘甜清爽	1
1380	进泥啦都不好	0
1381	芦笋又细又老	0
1382	入口清新美味	1
1383	肉质洁白多汁	1
1384	清凉回甘	1
1385	把东西摔出来	0
1386	个别质量不好	0
1387	差这么多	0
1388	洁白光滑透亮	1
1389	鲜嫩脆甜	1
1390	个头玲珑小巧	1
1391	买了这么多次	0
1392	粉糯鲜香	1
1393	炒熟发黑	0
1394	酸啊水果	0
1395	吃了没拉	0
1396	畅饮酷爽滋味	1
1397	爽口脆甜无渣	1
1398	有点过于酸了	0
1399	大家自己看叭	0
1400	口感微辣清脆	1
1401	大小差别太大	0
1402	大大小小有个	0
1403	回味甘甜清爽	1
1404	香甜爽滑	1
1405	卤味香浓诱人	1
1406	醇正好口感	1
1407	入口丝滑绵糯	1
1408	是黄色的	0
1409	都破皮了	0
1410	脆嫰清甜	1
1411	优质乳蛋白	1
1412	酸甜可口多汁	1
1413	老得不得了	0
1414	果子挺大	0
1415	也不是酸	0
1416	浓醇好滋味	1
1417	清甜香脆嫩	1
1418	肉质水润爽口	1
1419	是山药根	0
1420	而且带皮	0
1421	入口清香酥脆	1
1422	口感佳味道好	1
1423	果肉厚而多汁	1
1424	直接无语	0
1425	最多一实斤	0
1426	皮薄多汁	1
1427	吃起来像黄瓜	0
1428	感觉不太够称	0
1429	冲泡易融化	1
1430	果肉圆润饱满	1
1431	软糯栗香	1
1432	口感不怎么样	0
1433	一共买个	0
1434	香甜多汁	1
1435	晚上吃的	0
1436	口感脆甜水润	1
1437	糯甜细腻	1
1438	不熟直接扔了	0
1439	清甜鲜香美味	1
1440	豆子不新鲜	0
1441	清爽多汁	1
1442	还一点不甜	0
1443	香浓醇厚回甘	1
1444	鲜甜浓郁营养	1
1445	像绿色的脆李	0
1446	小的烂了一半	0
1447	一单一个大的	0
1448	我买了盒	0
1449	居然是迷你的	0
1450	清甜嫩滑	1
1451	用青提给冒充	0
1452	很大一条	0
1453	真的少千克	0
1454	像毛山药	0
1455	这样真的好吗	0
1456	醇正好口感	1
1457	而且问道很大	0
1458	软糯香滑	1
1459	太生不熟	0
1460	坏了了一部分	0
1461	一共一斤六两	0
1462	香甜不腻口	1
1463	脆嫩色白通透	1
1464	更提不上甜了	0
1465	对便秘没啥用	0
1466	酸甜好口感	1
1467	不道德的商家	0
1468	麦味清香四溢	1
1469	都变软了	0
1470	没一个好看的	0
1471	没什么肉	0
1472	太甜了齁甜	0
1473	口口回甘	1
1474	你有良心没有	0
1475	黑呼呼的	0
1476	果香回味	1
1477	很难捡出来	0
1478	畅快味蕾享受	1
1479	果粒匀称饱满	1
1480	清香脆嫩美味	1
1481	果味清新浓郁	1
1482	要清洗遍	0
1483	清香脆嫩美味	1
1484	美团的忘了吃	0
1485	果肉雪白剔透	1
1486	劲爽气泡体验	1
1487	果肉嫩而甜	1
1488	还有臭味	0
1489	被压坏了	0
1490	简直都是垃圾	0
1491	买了一次烂果	0
1492	色泽翠绿诱人	1
1493	不易烧酥	0
1494	无法去皮	0
1495	虽然实惠	0
1496	良心建议	0
1497	爽脆多汁	1
1498	杏福夏至	1
1499	香脆甘甜	1
1500	均匀饱满翠绿	1
1501	既然是冻品	0
1502	枣香浓郁	1
1503	一口不能吃	0
1504	这次最差	0
1505	一股臭味出来	0
1506	份量根本不足	0
1507	吃一顿饭	0
1508	柔软有嚼劲	1
1509	薄皮沙瓤	1
1510	炒好都倒了	0
1511	也有酸的	0
1512	果香四溢	1
1513	外部都坏了	0
1514	利水不肿0脂	1
1515	就是烂了	0
1516	就是便宜	0
1517	严重少称	0
1518	一斤只有四个	0
1519	入口香甜绵密	1
1520	口味醇厚丝滑	1
1521	中午煮了一个	0
1522	香嫩爽口	1
1523	看着就不安逸	0
1524	果肉清甜软糯	1
1525	太老了啊	0
1526	口感香甜软糯	1
1527	粉糯可口	1
1528	好像没有长熟	0
1529	清甜有营养	1
1530	有一个坏了的	0
1531	冰凉畅爽	1
1532	果肉脆嫩多汁	1
1533	脆甜可口	1
1534	内心很硬	0
1535	果肉金黄诱人	1
1536	白嫩软糯	1
1537	香甜好滋味	1
1538	口感微甜适口	1
1539	清甜可口	1
1540	味道酸甜爽口	1
1541	皮薄圆润	1
1542	新鲜脆嫩	1
1543	果实整齐匀称	1
1544	性价比低很硬	0
1545	只退一份的钱	0
1546	果粒匀称饱满	1
1547	酒液澄澈无杂	1
1548	爽口爽脆	1
1549	果肉新鲜饱满	1
1550	可能过时了	0
1551	个头有点小了	0
1552	梨肉清甜可口	1
1553	香甜不涩口	1
1554	果肉晶莹剔透	1
1555	虚假广告	0
1556	爽滑有嚼劲	1
1557	一拿到崩溃了	0
1558	香浓味美	1
1559	口口清香回味	1
1560	第一次买斤的	0
1561	入口持久留香	1
1562	味道很淡	0
1563	鲜甜水润	1
1564	萝卜不新鲜	0
1565	果肉细嫩	1
1566	绵甜香入口柔	1
1567	番薯太小个了	0
1568	其它的都是水	0
1569	豇豆就一般了	0
1570	只有两颗	0
1571	垃圾的很	0
1572	没有一只鸡爪	0
1573	冰镇更爽口	1
1574	爽脆多汁	1
1575	果肉雪白诱人	1
1576	焕活全身活力	1
1577	美容养颜补气	1
1578	拜托不要卖咯	0
1579	就鸡膝盖	0
1580	外壳不太新鲜	0
1581	果肉面糯香甜	1
1582	甄选大颗粒	1
1583	海苔一样	0
1584	丢了一半以上	0
1585	高纤维易消化	1
1586	果肉雪白剔透	1
1587	高营养易消化	1
1588	酸苦酸苦的	0
1589	特别青特别硬	0
1590	货物一直没有	0
1591	要了两份	0
1592	豆荚鲜香肥美	1
1593	芋头有坏了	0
1594	口感细腻	1
1595	色泽诱人	1
1596	口感酸甜嫩滑	1
1597	质地细腻	1
1598	元的桃子就个	0
1599	回味清甜悠长	1
1600	口感脆嫩无丝	1
1601	几个鸡爪	0
1602	买过多次的菜	0
1603	喝粥优选配菜	1
1604	回味鲜甜清香	1
1605	解渴润肺	1
1606	持久清新口气	1
1607	没有冷藏	0
1608	口感粉糯	1
1609	口感绵长润喉	1
1610	两个小破萝卜	0
1611	纵享丝滑	1
1612	有的很软	0
1613	并且还有烂洞	0
1614	烘培好搭档	1
1615	面包柔软	0
1616	西梅很大	0
1617	青脆爽口	1
1618	味道香脆甘甜	1
1619	美味畅饮	1
1620	好多兰掉了	0
1621	颗粒莹润嫩黄	1
1622	鲜嫩多汁	1
1623	轻体低脂肪	1
1624	一般还能接受	0
1625	新鲜什么	0
1626	脆不可挡	1
1627	感觉不到	0
1628	斤量不足	0
1629	时间过久	0
1630	颗粒均匀饱满	1
1631	沙漠中的甜蜜	1
1632	我都是负的	0
1633	有两个漏气的	0
1634	我也不介意呀	0
1635	颗颗脆甜	1
1636	质量不怎么好	0
1637	鲜香畅爽	1
1638	没坏的也不甜	0
1639	就是根部	0
1640	奶香浓郁	1
1641	色泽洁白光亮	1
1642	一斤黄桃三个	0
1643	麦味清香四溢	1
1644	差点没认出来	0
1645	好坏掺半	0
1646	味道不行	0
1647	醇香浓郁独特	1
1648	口感清甜味美	1
1649	鲜香爽口	1
1650	那萝卜也太小	0
1651	没上次的甜	0
1652	醋香四溢	1
1653	超级小的一个	0
1654	微辣可口多汁	1
1655	感觉很脏	0
1656	鲜甜可口诱人	1
1657	不太好喝	0
1658	雪梨太差劲了	0
1659	菜品不好	0
1660	葱不新鲜	0
1661	温润营养	1
1662	回甘不涩口	1
1663	西瓜特别小	0
1664	入口香甜绵密	1
1665	口感鲜香脆嫩	1
1666	营养香甜多汁	1
1667	鲜香嫩脆	1
1668	一起就个	0
1669	润肺止咳	1
1670	口感脆嫩清香	1
1671	要啥没啥	0
1672	说是坏了	0
1673	瓜香味足	1
1674	这莲雾没谁了	0
1675	浓郁香醇诱人	1
1676	个是软趴趴的	0
1677	味道香甜多汁	1
1678	简直浪费时间	0
1679	皮大仁小	0
1680	唤醒身体活力	1
1681	洁白光滑透亮	1
1682	聚会佳品	1
1683	吃个锤子	0
1684	豆香浓郁	1
1685	轻卡小食	1
1686	都是杆头	0
1687	发干变色	0
1688	可是小的可怜	0
1689	口感清脆	1
1690	而且没有包装	0
1691	冰凉畅爽	1
1692	味道甜而不腻	1
1693	清甜直入心尖	1
1694	新鲜微甜脆口	1
1695	纯甜美味可口	1
1696	清脆爽口	1
1697	味道脆甜浓郁	1
1698	打开外皮发黑	0
1699	散了很久	0
1700	果香浓郁	1
1701	也不好吃	0
1702	看着不怎么好	0
1703	这是泡椒凤爪	0
1704	就是太油腻了	0
1705	香醇好滋味	1
1706	又大又不新鲜	0
1707	差不多吧	0
1708	有点接受不了	0
1709	不急躁好气色	1
1710	这次买了五个	0
1711	色泽嫩绿鲜亮	1
1712	宝宝补充营养	1
1713	色泽翠绿欲滴	1
1714	这次买的两袋	0
1715	急性肠胃炎	0
1716	脆嫩爽甜	1
1717	坏掉一根	0
1718	色泽艳丽	1
1719	甘润沁心	1
1720	免洗头茬	1
1721	真的不要乱买	0
1722	还是大的	0
1723	太气愤了	0
1724	香甜软糯	1
1725	虽说是送的	0
1726	核小爆汁	1
1727	花生发黑	0
1728	果肉嫩滑爽口	1
1729	个少许烂	0
1730	鲜香嫩滑	1
1731	入口细嫩爆汁	1
1732	根本没有瓜子	0
1733	冲泡有渣	0
1734	儿芽鲜嫩肥大	1
1735	有点酸和臭味	0
1736	香甜软糯无丝	1
1737	其实就是两个	0
1738	甜蜜多汁	1
1739	还好我扔得快	0
1740	收到不是大果	0
1741	0脂0添加糖	1
1742	豆角都发黄	0
1743	新鲜微甜脆口	1
1744	果香清淡怡人	1
1745	果肉都是实的	0
1746	瓜目相看	1
1747	甘甜清脆益气	1
1748	皮薄果肉脆嫩	1
1749	果肉厚实核小	1
1750	新鲜味美多汁	1
1751	清甜鲜香美味	1
1752	土豆个头不大	0
1753	芬香脆甜	1
1754	水一股馊味	0
1755	就一个能看的	0
1756	口感纯正浓厚	1
1757	这是鸭梨	0
1758	三颗白菜	0
1759	有点变味	0
1760	不嫩不脆	0
1761	还有一个坏了	0
1762	特别大个	0
1763	有的都不新鲜	0
1764	土豆西瓜还行	0
1765	颗粒饱满	1
1766	香味浓郁诱人	1
1767	之前都不数的	0
1768	有一个烂掉了	0
1769	水分挺多	0
1770	上次买的挺好	0
1771	没见到货物	0
1772	梨子外表好	0
1773	松软细嫩	1
1774	基因变异太硬	0
1775	香酥解馋	1
1776	送来是小果	0
1777	膳食纤维丰富	1
1778	果味清新	1
1779	就尖能吃	0
1780	尽享好滋味	1
1781	吃起来没味道	0
1782	按照说明吃的	0
1783	味道都很奇怪	0
1784	什么蜂糖李	0
1785	形状圣异	0
1786	香味十足	1
1787	斤都不够	0
1788	新鲜清甜	1
1789	口感醇正	1
1790	坏的口感极差	0
1791	饱满圆润	1
1792	就斤左右	0
1793	软儒面甜	1
1794	均匀饱满翠绿	1
1795	第四个皮不好	0
1796	牛奶是号的	0
1797	壳不要太多哦	0
1798	果肉清甜软糯	1
1799	乌漆嘛黑的	0
1800	像踩坑了	0
1801	鲜嫩清甜	1
1802	土至少斤	0
1803	美味不甜腻	1
1804	丰富果VC	1
1805	不甜又硬	0
1806	清甜细滑爽口	1
1807	酸死去的酸	0
1808	味道太次	0
1809	脆嫩清香爽口	1
1810	怎么吃吧	0
1811	像垃圾堆捡的	0
1812	清脆爽口多汁	1
1813	冰凉畅爽	1
1814	花生太多烂的	0
1815	香甜可口美味	1
1816	肉质洁白多汁	1
1817	甜到心坎里	1
1818	口感脆嫩无筋	1
1819	有虫恶心到了	0
1820	酸甜适口	1
1821	圆润饱满	1
1822	软嫩水分足	1
1823	空壳不少	0
1824	口感绵长润喉	1
1825	正常的话	0
1826	果肉雪白诱人	1
1827	没水分不好吃	0
1828	没有照片的好	0
1829	水分少口感差	0
1830	收到是绿的	0
1831	外表看着可以	0
1832	一次太细	0
1833	不是超甜	0
1834	再也不会来了	0
1835	口感脆甜细嫩	1
1836	也退不了	0
1837	香甜可口	1
1838	菌茎均匀肥嫩	1
1839	口感绵柔浓香	1
1840	超级老啊	0
1841	传世清饮	1
1842	口感新鲜醇美	1
1843	蒜肉白润光泽	1
1844	软滑细嫩	1
1845	份量很少	0
1846	假蜂蜜李	0
1847	果味浓甜似蜜	1
1848	香糯美味	1
1849	口口顺滑	1
1850	鲜甜爽口不腻	1
1851	皮薄易剥	1
1852	开水也化不开	0
1853	味蕾享受	1
1854	克的芋头	0
1855	清甜松软弹牙	1
1856	夏日解暑必备	1
1857	口感丰富	1
1858	全都是干瘪的	0
1859	包装有点变形	0
1860	浓郁香醇诱人	1
1861	真的好甜	0
1862	香气浓郁飘散	1
1863	太细了点第二	0
1864	颜值高口感佳	1
1865	不能提货	0
1866	胡萝卜很一般	0
1867	口感爽滑醇香	1
1868	Q弹有嚼劲	1
1869	水分很足	0
1870	不像是水蜜桃	0
1871	无色素防腐	1
1872	口感顺滑醇厚	1
1873	甘甜可口	1
1874	日期很差	0
1875	虽然给退钱了	0
1876	忒不好吃	0
1877	一天了次	0
1878	酸爽好滋味	1
1879	颗颗水润新鲜	1
1880	甘甜沁心果香	1
1881	一整包都丢了	0
1882	咬起来跟泡沫	0
1883	水份都没有了	0
1884	这次的瓜不好	0
1885	两份到手才克	0
1886	畅饮酷爽滋味	1
1887	提高抵抗力	1
1888	圆润饱满	1
1889	醇厚浓香	1
1890	这藕都是坏的	0
1891	核桃不好	0
1892	不好臭一股味	0
1893	取货时间自由	0
1894	十个有八个坏	0
1895	地道港式流心	1
1896	口味还可以	0
1897	真不如以前了	0
1898	小放纵随心酌	1
1899	虽然没有发霉	0
1900	酒香浓郁	1
1901	香嫩鲜脆	1
1902	清新酸爽	1
1903	三根萝卜	0
1904	清甜美味	1
1905	跟梨一样	0
1906	口口飚汁	1
1907	等了一天	0
1908	玉米馊了	0
1909	有香味没甜味	0
1910	红薯发芽	0
1911	糯甜多汁	1
1912	皮都不咋好了	0
1913	山林自然之味	1
1914	清爽降火	1
1915	不要在上面卖	0
1916	从头嗨到脚	1
1917	清爽解暑	1
1918	翠绿清甜	1
1919	香甜不腻口	1
1920	清香爽口	1
1921	花青素多多	1
1922	入口清香酥脆	1
1923	味道酸甜爽口	1
1924	营养香甜多汁	1
1925	辣死我了	0
1926	这次茭白很老	0
1927	以为是破开的	0
1928	酸就算了	0
1929	味甜清脆可口	1
1930	雪梨不怎么好	0
1931	色泽红润透亮	1
1932	跟原图差别大	0
1933	清香软糯	1
1934	很小又有坏的	0
1935	以前买的很好	0
1936	看看克数好了	0
1937	高钙含量	1
1938	不是我想要的	0
1939	退又懒得	0
1940	椰香浓郁	1
1941	都是四个	0
1942	新鲜辛辣爽口	1
1943	有点缺斤少两	0
1944	超难吃的雪梨	0
1945	小果还酸	0
1946	代餐饱腹感强	1
1947	小的没发说了	0
1948	到了三个	0
1949	才发美团的吧	0
1950	香嫩爽口	1
1951	色泽艳丽	1
1952	椰香浓郁	1
1953	口感清脆甘甜	1
1954	脆嫩清香	1
1955	甜糯饱满	1
1956	好喝不上火	1
1957	真的很垃圾	0
1958	香酥解馋	1
1959	冰淇淋口感	1
1960	锁住新鲜本味	1
1961	脆甜多汁	1
1962	畅享水润清甜	1
1963	萝卜辣的可以	0
1964	味道香脆甘甜	1
1965	畅饮酷爽滋味	1
1966	不推荐买	0
1967	无法直接吃	0
1968	鲜香脆嫩多汁	1
1969	甘甜爽口	1
1970	但口感不一样	0
1971	味甜软糯不腻	1
1972	像是坏了的	0
1973	两根吃着还行	0
1974	果肉清香甜美	1
1975	外表又丑	0
1976	好难吃还老	0
1977	无法下咽	0
1978	是大个头优品	0
1979	佐餐优选饮料	1
1980	这次就很一般	0
1981	满口香甜	1
1982	口感爽滑醇香	1
1983	极其糟心	0
1984	甜过初恋	1
1985	果肉润滑香甜	1
1986	软糯香甜	1
1987	果肉厚实多汁	1
1988	玉米收到两根	0
1989	新鲜水润	1
1990	果肉雪白剔透	1
1991	压根不能吃	0
1992	怎么吃嘛	0
1993	一个一斤	0
1994	清新酸爽	1
1995	畅享水润清甜	1
1996	饱腹充饥常备	1
1997	鲜甜美味多汁	1
1998	核桃不饱满	0
1999	肉松不正	0
2000	有点发芽	0
2001	清甜不涩	1
2002	均匀饱满翠绿	1
2003	大中小果	0
2004	大小混装凑数	0
2005	皮有点厚	0
2006	不够新鲜了	0
2007	熟过头了	0
2008	菜品质量差	0
2009	破厚又硬	0
2010	肉厚细嫩	1
2011	糯而香甜	1
2012	绵软易消化	1
2013	熟的有点过了	0
2014	芋头好多毛	0
2015	撒子蜂蜜李哟	0
2016	我以为错了	0
2017	入口多汁清甜	1
2018	不是几甜	0
2019	味道脆甜浓郁	1
2020	还拿着卖	0
2021	还有点老	0
2022	其他都很好	0
2023	自动显示完成	0
2024	清爽醇香佳酿	1
2025	毫不良心可言	0
2026	乳此有味	1
2027	写着是超甜	0
2028	但一点都不甜	0
2029	果肉脆嫩	1
2030	皮薄纤维少	1
2031	品质非常好	0
2032	休闲解馋佳选	1
2033	烂了两个	0
2034	而是环山	0
2035	丢了三分之一	0
2036	不甜不糯	0
2037	有点齁味	0
2038	都开始腐烂了	0
2039	贪便宜吃大亏	0
2040	清香扑鼻	1
2041	全是乱泥	0
2042	饭后解腻	1
2043	自然焦香	1
2044	而且不是雪梨	0
2045	脆甜多汁	1
2046	清甜松软弹牙	1
2047	超值回馈	1
2048	颜色有变发皱	0
2049	皮薄肉多	1
2050	干净无杂质	1
2051	柔嫩不腻口	1
2052	坏了三分之一	0
2053	味清香色浓郁	1
2054	划不着买	0
2055	的不新鲜	0
2056	皮很厚肉很硬	0
2057	一根半斤	0
2058	口感脆嫩清甜	1
2059	还坏了个	0
2060	木质较多	0
2061	畅饮酷爽滋味	1
2062	太让我心寒了	0
2063	脆甜可口	1
2064	我是用钱买的	0
2065	口感纯正浓厚	1
2066	这是大倒是大	0
2067	吃了三颗	0
2068	压饿解馋	1
2069	颗粒莹润嫩黄	1
2070	这个真不好吃	0
2071	份量大少	0
2072	果实整齐匀称	1
2073	火龙果是烂的	0
2074	入口多汁清甜	1
2075	不然只能丢了	0
2076	都淌水了	0
2077	小核大果粒	1
2078	回甘不涩口	1
2079	一点味也没有	0
2080	不过服务很好	0
2081	浓浓柚香	1
2082	果味浓甜似蜜	1
2083	顺滑绵密	1
2084	味道奇奇怪怪	0
2085	清凉解渴优选	1
2086	果肉白嫩透亮	1
2087	蒜香味足	1
2088	就称一称	0
2089	很多泥是其次	0
2090	孕妈滋补优选	1
2091	鲜嫩美味爽口	1
2092	没有太新鲜了	0
2093	有一个压坏了	0
2094	好长一根	0
2095	果肉晶莹饱满	1
2096	果肉雪白剔透	1
2097	没有退款	0
2098	其他都挺好的	0
2099	哈密瓜不熟	0
2100	口感鲜嫩甘甜	1
2101	不值块钱一根	0
2102	豆粒自然饱满	1
2103	一天上一档	0
2104	个大均匀饱满	1
2105	晶莹剔透	1
2106	脆嫩多汁	1
2107	果肉清香甜美	1
2108	一粒一块多	0
2109	你这也听雪梨	0
2110	莴苣也烂根了	0
2111	算一袋了	0
2112	空心豆角	0
2113	没有那么漂亮	0
2114	清脆鲜甜	1
2115	完全是嫩的	0
2116	太令人失望了	0
2117	购买好几次了	0
2118	又烂的多	0
2119	少斤缺两	0
2120	还有汤汁	0
2121	昨天日提到货	0
2122	酸甜好口感	1
2123	脆甜多汁	1
2124	都是中果	0
2125	口感香浓顺滑	1
2126	保持好呀	0
2127	椰肉滑嫩可口	1
2128	滴滴浓醇鲜香	1
2129	水特别多	0
2130	香嫩爽口	1
2131	醇香可口	1
2132	桃香四溢	1
2133	都是干瘪瘪的	0
2134	个头均匀饱满	1
2135	清脆爽口	1
2136	口感香甜软糯	1
2137	没有一点味道	0
2138	烂了一根	0
2139	参味浓郁	1
2140	鲜嫩饱满	1
2141	口感像胶一样	0
2142	豆角不太新鲜	0
2143	酸甜爆汁	1
2144	软糯香甜	1
2145	软绵香甜	1
2146	确实不新鲜了	0
2147	香甜好滋味	1
2148	皮薄多汁爽口	1
2149	哪像白才椰	0
2150	偏干了些	0
2151	折耳根老	0
2152	糯香耐泡养胃	1
2153	果肉细嫩饱满	1
2154	口感绵柔顺滑	1
2155	都是发芽了的	0
2156	方便即开即食	1
2157	口感清脆甘甜	1
2158	不吃扔掉	0
2159	品控有待提高	0
2160	色泽柔亮金黄	1
2161	清冽甘醇	1
2162	入口绵软清甜	1
2163	根本不会开开	0
2164	甜蜜多汁	1
2165	鹌鹑蛋的尺码	0
2166	口感香浓顺滑	1
2167	果肉白嫩透亮	1
2168	皮都黄了	0
2169	太老了还小个	0
2170	有点不熟	0
2171	希望轻拿轻放	0
2172	不是正宗夏黑	0
2173	好吃又好玩	1
2174	买的是两斤	0
2175	果味清新	1
2176	口味甜蜜不腻	1
2177	一个比巴掌大	0
2178	皮薄果大	1
2179	都是瘪子	0
2180	锁住坚果原香	1
2181	汁水甘甜可口	1
2182	就一个钠	0
2183	吃着很老	0
2184	清甜不涩	1
2185	不怎么好吃酸	0
2186	颗粒饱满均匀	1
2187	无从下口	0
2188	小果多些	0
2189	绵柔好口感	1
2190	很后悔买	0
2191	鲜香酥脆	1
2192	清甜松软弹牙	1
2193	色泽红润鲜亮	1
2194	换供应商了吗	0
2195	个头均匀饱满	1
2196	果实整齐匀称	1
2197	有点过甜	0
2198	香甜绵密	1
2199	醇香浓郁好味	1
2200	柿柿如意	1
2201	味道甜而不腻	1
2202	酸甜开胃	1
2203	东西不见了	0
2204	没发形容	0
2205	香甜软糯无丝	1
